,Unnamed: 0,Date,Symbol,Open,High,Low,Close,Volume,Compound_x,Negative_x,Neutral_x,Positive_x,Compound_y,Negative_y,Neutral_y,Positive_y
35,18487,2015-02-20,ATLH,373.05,380.0,370.0,376.42,1400,-0.3818,0.224,0.586,0.19,-0.3818,0.224,0.586,0.19
36,18976,2015-02-23,ATLH,375.0,375.0,367.03,367.52,4600,-0.8176,0.297,0.626,0.077,-0.8176,0.297,0.626,0.077
37,19523,2015-02-24,ATLH,379.0,379.0,361.0,375.0,900,-0.8176,0.221,0.779,0.0,-0.8176,0.221,0.779,0.0
38,20058,2015-02-25,ATLH,377.77,378.0,370.0,375.12,4000,-0.2382,0.05,0.95,0.0,-0.2382,0.05,0.95,0.0
39,20611,2015-02-26,ATLH,380.0,380.0,369.0,371.5,5400,-0.7506,0.193,0.724,0.083,-0.7506,0.193,0.724,0.083
40,21139,2015-02-27,ATLH,370.0,373.95,370.0,371.04,13300,0.2023,0.129,0.724,0.147,0.2023,0.129,0.724,0.147
41,21674,2015-03-02,ATLH,371.0,378.88,365.0,365.0,8300,-0.886,0.305,0.695,0.0,-0.886,0.305,0.695,0.0
42,22179,2015-03-03,ATLH,360.01,376.95,359.98,376.46,6000,-0.6597,0.23,0.62,0.15,-0.6597,0.23,0.62,0.15
43,22680,2015-03-04,ATLH,379.0,380.5,374.0,377.0,5900,-0.7845,0.167,0.785,0.048,-0.7845,0.167,0.785,0.048
44,23176,2015-03-05,ATLH,370.0,379.0,370.0,379.0,2000,-0.5574,0.217,0.699,0.085,-0.5574,0.217,0.699,0.085
45,23646,2015-03-06,ATLH,370.95,370.95,370.0,370.0,400,-0.296,0.122,0.815,0.062,-0.296,0.122,0.815,0.062
46,24119,2015-03-09,ATLH,370.0,374.0,370.0,374.0,300,-0.8126,0.238,0.711,0.051,-0.8126,0.238,0.711,0.051
47,24605,2015-03-10,ATLH,372.0,377.0,370.0,372.1,19700,-0.7964,0.288,0.641,0.071,-0.7964,0.288,0.641,0.071
48,25089,2015-03-11,ATLH,355.0,359.99,353.5,353.93,40200,0.5106,0.198,0.567,0.235,0.5106,0.198,0.567,0.235
49,25575,2015-03-12,ATLH,356.8,356.8,356.8,356.8,600,-0.7269,0.252,0.571,0.177,-0.7269,0.252,0.571,0.177
50,26057,2015-03-13,ATLH,364.0,364.0,350.7,350.7,1400,0.2263,0.04,0.873,0.087,0.2263,0.04,0.873,0.087
51,26543,2015-03-16,ATLH,363.0,363.0,345.0,346.03,900,-0.8126,0.248,0.678,0.075,-0.8126,0.248,0.678,0.075
52,27013,2015-03-17,ATLH,349.99,359.0,349.99,350.56,1600,-0.4215,0.135,0.809,0.056,-0.4215,0.135,0.809,0.056
53,27517,2015-03-18,ATLH,345.0,345.0,342.0,343.0,600,-0.7906,0.186,0.741,0.072,-0.7906,0.186,0.741,0.072
54,28008,2015-03-19,ATLH,349.99,349.99,347.5,347.9,1200,-0.1779,0.108,0.776,0.116,-0.1779,0.108,0.776,0.116
55,28478,2015-03-20,ATLH,358.0,365.29,358.0,364.19,10000,-0.8957,0.278,0.722,0.0,-0.8957,0.278,0.722,0.0
56,28949,2015-03-24,ATLH,365.0,375.0,362.0,371.0,14000,-0.0516,0.138,0.704,0.157,-0.0516,0.138,0.704,0.157
57,29452,2015-03-25,ATLH,362.0,371.0,355.0,355.2,5100,0.5719,0.093,0.69,0.218,0.5719,0.093,0.69,0.218
58,29966,2015-03-26,ATLH,350.5,350.5,345.0,345.0,1400,-0.6597,0.188,0.741,0.071,-0.6597,0.188,0.741,0.071
59,30496,2015-03-27,ATLH,345.0,345.0,345.0,345.0,100,-0.8807,0.242,0.758,0.0,-0.8807,0.242,0.758,0.0
